g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,Sl..No..of.PCs,Notified.Area.Council..NAC.,Municipality..M.,Municipal.Corporation..MC.,Outgrowth..OG.,g_match_id
68,68 bolangir,bolangir (m),balangir (m) - ward no.6,bolangir,bolangir,10,NA,bolangir (m),NA,NA,906
68,68 bolangir,bolangir (m),balangir (m) - ward no.7,bolangir,bolangir,10,NA,bolangir (m),NA,NA,907
68,68 bolangir,bolangir (m),balangir (m) - ward no.8,bolangir,bolangir,10,NA,bolangir (m),NA,NA,908
68,68 bolangir,bolangir (m),balangir (m) - ward no.9,bolangir,bolangir,10,NA,bolangir (m),NA,NA,909
69,69 titlagarh,titlagarh (nac),d.a.v. college area (og) e.block no. 52-56 - ward no.16,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,910
69,69 titlagarh,titlagarh (nac),d.a.v. college area (og) e.block no. 52-56 - ward no.17,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,911
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.1,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,912
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.10,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,913
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.11,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,914
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.12,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,915
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.13,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,916
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.14,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,917
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.15,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,918
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.2,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,919
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.3,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,920
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.4,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,921
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.5,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,922
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.6,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,923
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.7,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,924
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.8,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,925
69,69 titlagarh,titlagarh (nac),titlagarh (nac) - ward no.9,bolangir,bolangir,10,titlagarh (nac),NA,NA,NA,926
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 1,bolangir,bolangir,10,tusura (nac),NA,NA,NA,927
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 10,bolangir,bolangir,10,tusura (nac),NA,NA,NA,928
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 11,bolangir,bolangir,10,tusura (nac),NA,NA,NA,929
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 2,bolangir,bolangir,10,tusura (nac),NA,NA,NA,930
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 3,bolangir,bolangir,10,tusura (nac),NA,NA,NA,931
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 4,bolangir,bolangir,10,tusura (nac),NA,NA,NA,932
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 5,bolangir,bolangir,10,tusura (nac),NA,NA,NA,933
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 6,bolangir,bolangir,10,tusura (nac),NA,NA,NA,934
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 7,bolangir,bolangir,10,tusura (nac),NA,NA,NA,935
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 8,bolangir,bolangir,10,tusura (nac),NA,NA,NA,936
69,69 titlagarh,tusura (nac),tusura (nac) - ward no. 9,bolangir,bolangir,10,tusura (nac),NA,NA,NA,937
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.1,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,938
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.10,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,939
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.11,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,940
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.12,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,941
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no. 13,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,942
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no. 14,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,943
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no. 15,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,944
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no. 16,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,945
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.2,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,946
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.3,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,947
70,70 kantabanji,kantabanji (nac),kantabanji (nac) - ward no.4,bolangir,bolangir,10,kantabanji (nac),NA,NA,NA,948
